,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
16309,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,2,2.2241318303593993
16310,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,1,2.2241318303593993
16311,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,1,2.2241318303593993
16312,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,2,2.2241318303593993
16313,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,2,2.2241318303593993
16314,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,1,2.2241318303593993
16315,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,BUDAUN,36,1,2.2241318303593993
16316,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,1,2.2241318303593993
16317,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,2,2.2241318303593993
16318,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,1,2.2241318303593993
16319,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,1,2.2241318303593993
16320,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,2,2.2241318303593993
16321,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,2,2.2241318303593993
16322,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,1,2.2241318303593993
16323,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,LUCKNOW,48,1,2.2241318303593993
16324,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,1,2.2241318303593993
16325,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,2,2.2241318303593993
16326,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,1,2.2241318303593993
16327,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,1,2.2241318303593993
16328,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,2,2.2241318303593993
16329,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,2,2.2241318303593993
16330,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,1,2.2241318303593993
16331,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,PRAYAGRAJ,85,1,2.2241318303593993
16332,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,1,2.2241318303593993
16333,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,2,2.2241318303593993
16334,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,1,2.2241318303593993
16335,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,1,2.2241318303593993
16336,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,2,2.2241318303593993
16337,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,2,2.2241318303593993
16338,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,1,2.2241318303593993
16339,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SAHARANPUR,73,1,2.2241318303593993
16340,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,1,2.2241318303593993
16341,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,2,2.2241318303593993
16342,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,1,2.2241318303593993
16343,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,1,2.2241318303593993
16344,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,2,2.2241318303593993
16345,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,2,2.2241318303593993
16346,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,1,2.2241318303593993
16347,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,SITAPUR,9,1,2.2241318303593993
16348,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,1,2.2241318303593993
16349,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,2,2.2241318303593993
16350,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,1,2.2241318303593993
16351,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,1,2.2241318303593993
16352,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,2,2.2241318303593993
16353,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,2,2.2241318303593993
16354,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,1,2.2241318303593993
16355,DELHI PUBLIC SCHOOL,19783,440,UTTAR PRADESH,VARANASI,93,1,2.2241318303593993
16356,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,1,2.2241318303593993
16357,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,2,2.2241318303593993
16358,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,1,2.2241318303593993
16359,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,1,2.2241318303593993
16360,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,2,2.2241318303593993
16361,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,2,2.2241318303593993
16362,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,1,2.2241318303593993
16363,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,KOLKATA,126,1,2.2241318303593993
16364,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,1,2.2241318303593993
16365,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,2,2.2241318303593993
16366,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,1,2.2241318303593993
16367,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,1,2.2241318303593993
16368,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,2,2.2241318303593993
16369,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,2,2.2241318303593993
16370,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,1,2.2241318303593993
16371,DELHI PUBLIC SCHOOL,19783,440,WEST BENGAL,MURSHIDABAD,18,1,2.2241318303593993
16372,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.7489763938735279
16373,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.7489763938735279
16374,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.7489763938735279
16375,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.7489763938735279
16376,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.7489763938735279
16377,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,2,1.7489763938735279
16378,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.7489763938735279
16379,DELHI PUBLIC SCHOOL,19783,346,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,2,1,1.7489763938735279
16380,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,1,1.7489763938735279
16381,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,2,1.7489763938735279
16382,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,1,1.7489763938735279
16383,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,1,1.7489763938735279
16384,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,2,1.7489763938735279
16385,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,2,1.7489763938735279
16386,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,1,1.7489763938735279
16387,DELHI PUBLIC SCHOOL,19783,346,ASSAM,JORHAT,34,1,1.7489763938735279
16388,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,1,1.7489763938735279
16389,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,2,1.7489763938735279
16390,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,1,1.7489763938735279
16391,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,1,1.7489763938735279
16392,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,2,1.7489763938735279
16393,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,2,1.7489763938735279
16394,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,1,1.7489763938735279
16395,DELHI PUBLIC SCHOOL,19783,346,BIHAR,DARBHANGA,14,1,1.7489763938735279
16396,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,1,1.7489763938735279
16397,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,2,1.7489763938735279
16398,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,1,1.7489763938735279
16399,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,1,1.7489763938735279
16400,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,2,1.7489763938735279
16401,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,2,1.7489763938735279
16402,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,1,1.7489763938735279
16403,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,JANJGIR,19,1,1.7489763938735279
16404,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,1,1.7489763938735279
16405,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,2,1.7489763938735279
16406,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,1,1.7489763938735279
16407,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,1,1.7489763938735279
16408,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,2,1.7489763938735279
16409,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,2,1.7489763938735279
16410,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,1,1.7489763938735279
16411,DELHI PUBLIC SCHOOL,19783,346,CHHATTISGARH,KORBA,7,1,1.7489763938735279
16412,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,1,1.7489763938735279
16413,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,2,1.7489763938735279
16414,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,1,1.7489763938735279
16415,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,1,1.7489763938735279
16416,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,2,1.7489763938735279
16417,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,2,1.7489763938735279
16418,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,1,1.7489763938735279
16419,DELHI PUBLIC SCHOOL,19783,346,DELHI,DELHI/NEW DELHI,53,1,1.7489763938735279
16420,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,1,1.7489763938735279
16421,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,2,1.7489763938735279
16422,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,1,1.7489763938735279
16423,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,1,1.7489763938735279
16424,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,2,1.7489763938735279
16425,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,2,1.7489763938735279
16426,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,1,1.7489763938735279
16427,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,BHARUCH,1,1,1.7489763938735279
16428,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,1,1.7489763938735279
16429,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,2,1.7489763938735279
16430,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,1,1.7489763938735279
16431,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,1,1.7489763938735279
16432,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,2,1.7489763938735279
16433,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,2,1.7489763938735279
16434,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,1,1.7489763938735279
16435,DELHI PUBLIC SCHOOL,19783,346,GUJARAT,JAMNAGAR,67,1,1.7489763938735279
16436,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,1,1.7489763938735279
16437,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,2,1.7489763938735279
16438,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,1,1.7489763938735279
16439,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,1,1.7489763938735279
16440,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,2,1.7489763938735279
16441,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,2,1.7489763938735279
16442,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,1,1.7489763938735279
16443,DELHI PUBLIC SCHOOL,19783,346,HARYANA,HISSAR,78,1,1.7489763938735279
16444,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,1,1.7489763938735279
16445,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,2,1.7489763938735279
16446,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,1,1.7489763938735279
16447,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,1,1.7489763938735279
16448,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,2,1.7489763938735279
16449,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,2,1.7489763938735279
16450,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,1,1.7489763938735279
16451,DELHI PUBLIC SCHOOL,19783,346,HARYANA,KAITHAL,42,1,1.7489763938735279
16452,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,1,1.7489763938735279
16453,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,2,1.7489763938735279
16454,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,1,1.7489763938735279
16455,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,1,1.7489763938735279
16456,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,2,1.7489763938735279
16457,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,2,1.7489763938735279
16458,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,1,1.7489763938735279
16459,DELHI PUBLIC SCHOOL,19783,346,HARYANA,PANIPAT,71,1,1.7489763938735279
16460,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,1,1.7489763938735279
16461,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,2,1.7489763938735279
16462,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,1,1.7489763938735279
16463,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,1,1.7489763938735279
16464,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,2,1.7489763938735279
16465,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,2,1.7489763938735279
16466,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,1,1.7489763938735279
16467,DELHI PUBLIC SCHOOL,19783,346,JHARKHAND,RANCHI,81,1,1.7489763938735279
16468,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,1,1.7489763938735279
16469,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,2,1.7489763938735279
16470,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,1,1.7489763938735279
16471,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,1,1.7489763938735279
16472,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,2,1.7489763938735279
16473,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,2,1.7489763938735279
16474,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,1,1.7489763938735279
16475,DELHI PUBLIC SCHOOL,19783,346,KARNATAKA,VIJAYAPURA,6,1,1.7489763938735279
16476,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,1,1.7489763938735279
16477,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,2,1.7489763938735279
16478,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,1,1.7489763938735279
16479,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,1,1.7489763938735279
16480,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,2,1.7489763938735279
16481,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,2,1.7489763938735279
16482,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,1,1.7489763938735279
16483,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,BHOPAL,31,1,1.7489763938735279
16484,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,1,1.7489763938735279
16485,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,2,1.7489763938735279
16486,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,1,1.7489763938735279
16487,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,1,1.7489763938735279
16488,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,2,1.7489763938735279
16489,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,2,1.7489763938735279
16490,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,1,1.7489763938735279
16491,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,CHHINDWARA,2,1,1.7489763938735279
16492,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,1,1.7489763938735279
16493,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,2,1.7489763938735279
16494,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,1,1.7489763938735279
16495,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,1,1.7489763938735279
16496,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,2,1.7489763938735279
16497,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,2,1.7489763938735279
16498,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,1,1.7489763938735279
16499,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,GWALIOR,46,1,1.7489763938735279
16500,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,1,1.7489763938735279
16501,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,2,1.7489763938735279
16502,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,1,1.7489763938735279
16503,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,1,1.7489763938735279
16504,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,2,1.7489763938735279
16505,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,2,1.7489763938735279
16506,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,1,1.7489763938735279
16507,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SAGAR,6,1,1.7489763938735279
16508,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,1,1.7489763938735279
16509,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,2,1.7489763938735279
16510,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,1,1.7489763938735279
16511,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,1,1.7489763938735279
16512,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,2,1.7489763938735279
16513,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,2,1.7489763938735279
16514,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,1,1.7489763938735279
16515,DELHI PUBLIC SCHOOL,19783,346,MADHYA PRADESH,SINGRAULI,1,1,1.7489763938735279
16516,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,1,1.7489763938735279
16517,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,2,1.7489763938735279
16518,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,1,1.7489763938735279
16519,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,1,1.7489763938735279
16520,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,2,1.7489763938735279
16521,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,2,1.7489763938735279
16522,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,1,1.7489763938735279
16523,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAGPUR,55,1,1.7489763938735279
16524,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,1,1.7489763938735279
16525,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,2,1.7489763938735279
16526,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,1,1.7489763938735279
16527,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,1,1.7489763938735279
16528,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,2,1.7489763938735279
16529,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,2,1.7489763938735279
16530,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,1,1.7489763938735279
16531,DELHI PUBLIC SCHOOL,19783,346,MAHARASHTRA,NAVI MUMBAI,43,1,1.7489763938735279
16532,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,1,1.7489763938735279
16533,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,2,1.7489763938735279
16534,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,1,1.7489763938735279
16535,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,1,1.7489763938735279
16536,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,2,1.7489763938735279
16537,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,2,1.7489763938735279
16538,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,1,1.7489763938735279
16539,DELHI PUBLIC SCHOOL,19783,346,ODISHA,DHENKANAL,7,1,1.7489763938735279
16540,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,1,1.7489763938735279
16541,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,2,1.7489763938735279
16542,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,1,1.7489763938735279
16543,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,1,1.7489763938735279
16544,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,2,1.7489763938735279
16545,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,2,1.7489763938735279
16546,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,1,1.7489763938735279
16547,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,BHATINDA,64,1,1.7489763938735279
16548,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,1,1.7489763938735279
16549,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,2,1.7489763938735279
16550,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,1,1.7489763938735279
16551,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,1,1.7489763938735279
16552,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,2,1.7489763938735279
16553,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,2,1.7489763938735279
16554,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,1,1.7489763938735279
16555,DELHI PUBLIC SCHOOL,19783,346,PUNJAB,PATHANKOT,13,1,1.7489763938735279
16556,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,1,1.7489763938735279
16557,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,2,1.7489763938735279
16558,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,1,1.7489763938735279
16559,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,1,1.7489763938735279
16560,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,2,1.7489763938735279
16561,DELHI PUBLIC SCHOOL,19783,346,RAJASTHAN,ALWAR,62,2,1.7489763938735279
