,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
5387,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,3,3.3825982388766054
5388,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,1,3.3825982388766054
5389,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,1,3.3825982388766054
5390,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,2,3.3825982388766054
5391,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,2,3.3825982388766054
5392,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,1,3.3825982388766054
5393,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,3,3.3825982388766054
5394,DAV PUBLIC SCHOOL,25779,872,BIHAR,AURANGABAD (BR),45,2,3.3825982388766054
5395,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,1,3.3825982388766054
5396,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,3,3.3825982388766054
5397,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,1,3.3825982388766054
5398,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,1,3.3825982388766054
5399,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,2,3.3825982388766054
5400,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,2,3.3825982388766054
5401,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,1,3.3825982388766054
5402,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,3,3.3825982388766054
5403,DAV PUBLIC SCHOOL,25779,872,BIHAR,BEGUSARAI,80,2,3.3825982388766054
5404,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,1,3.3825982388766054
5405,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,3,3.3825982388766054
5406,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,1,3.3825982388766054
5407,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,1,3.3825982388766054
5408,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,2,3.3825982388766054
5409,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,2,3.3825982388766054
5410,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,1,3.3825982388766054
5411,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,3,3.3825982388766054
5412,DAV PUBLIC SCHOOL,25779,872,BIHAR,BHAGALPUR,45,2,3.3825982388766054
5413,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,1,3.3825982388766054
5414,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,3,3.3825982388766054
5415,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,1,3.3825982388766054
5416,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,1,3.3825982388766054
5417,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,2,3.3825982388766054
5418,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,2,3.3825982388766054
5419,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,1,3.3825982388766054
5420,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,3,3.3825982388766054
5421,DAV PUBLIC SCHOOL,25779,872,BIHAR,DARBHANGA,39,2,3.3825982388766054
5422,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,1,3.3825982388766054
5423,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,3,3.3825982388766054
5424,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,1,3.3825982388766054
5425,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,1,3.3825982388766054
5426,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,2,3.3825982388766054
5427,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,2,3.3825982388766054
5428,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,1,3.3825982388766054
5429,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,3,3.3825982388766054
5430,DAV PUBLIC SCHOOL,25779,872,BIHAR,GAYA,59,2,3.3825982388766054
5431,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,1,3.3825982388766054
5432,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,3,3.3825982388766054
5433,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,1,3.3825982388766054
5434,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,1,3.3825982388766054
5435,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,2,3.3825982388766054
5436,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,2,3.3825982388766054
5437,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,1,3.3825982388766054
5438,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,3,3.3825982388766054
5439,DAV PUBLIC SCHOOL,25779,872,BIHAR,JEHANABAD,49,2,3.3825982388766054
5440,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,1,3.3825982388766054
5441,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,3,3.3825982388766054
5442,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,1,3.3825982388766054
5443,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,1,3.3825982388766054
5444,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,2,3.3825982388766054
5445,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,2,3.3825982388766054
5446,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,1,3.3825982388766054
5447,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,3,3.3825982388766054
5448,DAV PUBLIC SCHOOL,25779,872,BIHAR,LAKHISARAI,53,2,3.3825982388766054
5449,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,1,3.3825982388766054
5450,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,3,3.3825982388766054
5451,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,1,3.3825982388766054
5452,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,1,3.3825982388766054
5453,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,2,3.3825982388766054
5454,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,2,3.3825982388766054
5455,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,1,3.3825982388766054
5456,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,3,3.3825982388766054
5457,DAV PUBLIC SCHOOL,25779,872,BIHAR,MOTIHARI,18,2,3.3825982388766054
5458,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,1,3.3825982388766054
5459,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,3,3.3825982388766054
5460,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,1,3.3825982388766054
5461,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,1,3.3825982388766054
5462,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,2,3.3825982388766054
5463,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,2,3.3825982388766054
5464,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,1,3.3825982388766054
5465,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,3,3.3825982388766054
5466,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUNGER,61,2,3.3825982388766054
5467,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,1,3.3825982388766054
5468,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,3,3.3825982388766054
5469,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,1,3.3825982388766054
5470,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,1,3.3825982388766054
5471,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,2,3.3825982388766054
5472,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,2,3.3825982388766054
5473,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,1,3.3825982388766054
5474,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,3,3.3825982388766054
5475,DAV PUBLIC SCHOOL,25779,872,BIHAR,MUZAFFARPUR,128,2,3.3825982388766054
5476,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,1,3.3825982388766054
5477,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,3,3.3825982388766054
5478,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,1,3.3825982388766054
5479,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,1,3.3825982388766054
5480,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,2,3.3825982388766054
5481,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,2,3.3825982388766054
5482,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,1,3.3825982388766054
5483,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,3,3.3825982388766054
5484,DAV PUBLIC SCHOOL,25779,872,BIHAR,PATNA,112,2,3.3825982388766054
5485,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,1,3.3825982388766054
5486,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,3,3.3825982388766054
5487,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,1,3.3825982388766054
5488,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,1,3.3825982388766054
5489,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,2,3.3825982388766054
5490,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,2,3.3825982388766054
5491,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,1,3.3825982388766054
5492,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,3,3.3825982388766054
5493,DAV PUBLIC SCHOOL,25779,872,BIHAR,SAMASTIPUR,22,2,3.3825982388766054
5494,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,1,3.3825982388766054
5495,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,3,3.3825982388766054
5496,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,1,3.3825982388766054
5497,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,1,3.3825982388766054
5498,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,2,3.3825982388766054
5499,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,2,3.3825982388766054
5500,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,1,3.3825982388766054
5501,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,3,3.3825982388766054
5502,DAV PUBLIC SCHOOL,25779,872,BIHAR,SASARAM,40,2,3.3825982388766054
5503,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,1,3.3825982388766054
5504,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,3,3.3825982388766054
5505,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,1,3.3825982388766054
5506,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,1,3.3825982388766054
5507,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,2,3.3825982388766054
5508,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,2,3.3825982388766054
5509,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,1,3.3825982388766054
5510,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,3,3.3825982388766054
5511,DAV PUBLIC SCHOOL,25779,872,CHHATTISGARH,BHILAI NAGAR/DURG,21,2,3.3825982388766054
5512,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,1,3.3825982388766054
5513,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,3,3.3825982388766054
5514,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,1,3.3825982388766054
5515,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,1,3.3825982388766054
5516,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,2,3.3825982388766054
5517,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,2,3.3825982388766054
5518,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,1,3.3825982388766054
5519,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,3,3.3825982388766054
5520,DAV PUBLIC SCHOOL,25779,872,DELHI,DELHI/NEW DELHI,118,2,3.3825982388766054
5521,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,1,3.3825982388766054
5522,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,3,3.3825982388766054
5523,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,1,3.3825982388766054
5524,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,1,3.3825982388766054
5525,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,2,3.3825982388766054
5526,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,2,3.3825982388766054
5527,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,1,3.3825982388766054
5528,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,3,3.3825982388766054
5529,DAV PUBLIC SCHOOL,25779,872,HARYANA,YAMUNA NAGAR,14,2,3.3825982388766054
5530,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,1,3.3825982388766054
5531,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,3,3.3825982388766054
5532,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,1,3.3825982388766054
5533,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,1,3.3825982388766054
5534,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,2,3.3825982388766054
5535,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,2,3.3825982388766054
5536,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,1,3.3825982388766054
5537,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,3,3.3825982388766054
5538,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,BILASPUR (HP),109,2,3.3825982388766054
5539,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,1,3.3825982388766054
5540,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,3,3.3825982388766054
5541,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,1,3.3825982388766054
5542,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,1,3.3825982388766054
5543,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,2,3.3825982388766054
5544,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,2,3.3825982388766054
5545,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,1,3.3825982388766054
5546,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,3,3.3825982388766054
5547,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,CHAMBA,17,2,3.3825982388766054
5548,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,1,3.3825982388766054
5549,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,3,3.3825982388766054
5550,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,1,3.3825982388766054
5551,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,1,3.3825982388766054
5552,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,2,3.3825982388766054
5553,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,2,3.3825982388766054
5554,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,1,3.3825982388766054
5555,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,3,3.3825982388766054
5556,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,HAMIRPUR (HP),39,2,3.3825982388766054
5557,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,1,3.3825982388766054
5558,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,3,3.3825982388766054
5559,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,1,3.3825982388766054
5560,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,1,3.3825982388766054
5561,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,2,3.3825982388766054
5562,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,2,3.3825982388766054
5563,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,1,3.3825982388766054
5564,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,3,3.3825982388766054
5565,DAV PUBLIC SCHOOL,25779,872,HIMACHAL PRADESH,MANDI,19,2,3.3825982388766054
5566,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,1,3.3825982388766054
5567,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,3,3.3825982388766054
5568,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,1,3.3825982388766054
5569,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,1,3.3825982388766054
5570,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,2,3.3825982388766054
5571,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,2,3.3825982388766054
5572,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,1,3.3825982388766054
5573,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,3,3.3825982388766054
5574,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,GODDA,30,2,3.3825982388766054
5575,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,1,3.3825982388766054
5576,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,3,3.3825982388766054
5577,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,1,3.3825982388766054
5578,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,1,3.3825982388766054
5579,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,2,3.3825982388766054
5580,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,2,3.3825982388766054
5581,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,1,3.3825982388766054
5582,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,3,3.3825982388766054
5583,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,HAZARIBAGH,72,2,3.3825982388766054
5584,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,1,3.3825982388766054
5585,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,3,3.3825982388766054
5586,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,1,3.3825982388766054
5587,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,1,3.3825982388766054
5588,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,2,3.3825982388766054
5589,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,2,3.3825982388766054
5590,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,1,3.3825982388766054
5591,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,3,3.3825982388766054
5592,DAV PUBLIC SCHOOL,25779,872,JHARKHAND,PAKUR,18,2,3.3825982388766054
5593,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,1,3.3825982388766054
5594,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,3,3.3825982388766054
5595,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,1,3.3825982388766054
5596,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,1,3.3825982388766054
5597,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,2,3.3825982388766054
5598,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,2,3.3825982388766054
5599,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,1,3.3825982388766054
5600,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,3,3.3825982388766054
5601,DAV PUBLIC SCHOOL,25779,872,KARNATAKA,BALLARI,33,2,3.3825982388766054
5602,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,1,3.3825982388766054
5603,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,3,3.3825982388766054
5604,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,1,3.3825982388766054
5605,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,1,3.3825982388766054
5606,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,2,3.3825982388766054
5607,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,2,3.3825982388766054
5608,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,1,3.3825982388766054
5609,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,3,3.3825982388766054
5610,DAV PUBLIC SCHOOL,25779,872,MADHYA PRADESH,SINGRAULI,16,2,3.3825982388766054
5611,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,1,3.3825982388766054
5612,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,3,3.3825982388766054
5613,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,1,3.3825982388766054
5614,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,1,3.3825982388766054
5615,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,2,3.3825982388766054
5616,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,2,3.3825982388766054
5617,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,1,3.3825982388766054
5618,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,3,3.3825982388766054
5619,DAV PUBLIC SCHOOL,25779,872,ODISHA,BALASORE (BALESWAR),32,2,3.3825982388766054
5620,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,1,3.3825982388766054
5621,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,3,3.3825982388766054
5622,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,1,3.3825982388766054
5623,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,1,3.3825982388766054
5624,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,2,3.3825982388766054
5625,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,2,3.3825982388766054
5626,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,1,3.3825982388766054
5627,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,3,3.3825982388766054
5628,DAV PUBLIC SCHOOL,25779,872,ODISHA,BHUBANESWAR,87,2,3.3825982388766054
5629,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,1,3.3825982388766054
5630,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,3,3.3825982388766054
5631,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,1,3.3825982388766054
5632,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,1,3.3825982388766054
5633,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,2,3.3825982388766054
5634,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,2,3.3825982388766054
5635,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,1,3.3825982388766054
5636,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,3,3.3825982388766054
5637,DAV PUBLIC SCHOOL,25779,872,ODISHA,CUTTACK,119,2,3.3825982388766054
5638,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,1,3.3825982388766054
5639,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,3,3.3825982388766054
5640,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,1,3.3825982388766054
5641,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,1,3.3825982388766054
5642,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,2,3.3825982388766054
5643,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,2,3.3825982388766054
5644,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,1,3.3825982388766054
5645,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,3,3.3825982388766054
5646,DAV PUBLIC SCHOOL,25779,872,ODISHA,JAGATSINGHPUR,38,2,3.3825982388766054
5647,DAV PUBLIC SCHOOL,25779,872,ODISHA,SAMBALPUR,17,1,3.3825982388766054
